item_id	namespace	constant_name	display_name	inferred_label	category	confidence	flags	tags
25196	TOP_LEVEL	SOUL_WARS_TUT_SOUL_FRAGMENT	Soul fragment	Soul Wars Tut Soul Fragment	UNKNOWN	LOW		
25197	TOP_LEVEL	SOUL_WARS_TUT_BOOK	Soul wars guide	Soul Wars Tut Book	UNKNOWN	LOW		
25198	PLACEHOLDER	SOUL_WARS_TUT_BOOK		Soul Wars Tut Book	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
25199	TOP_LEVEL	SOUL_WARS_BONES	Bones	Soul Wars Bones	SKILLING	LOW		skilling
25200	CERT	SOUL_WARS_BONES		Soul Wars Bones	SKILLING	LOW	exclude-main-catalog,cert,missing-direct-javadoc	skilling
25201	TOP_LEVEL	SOUL_FRAGMENT	Soul fragment	Soul Fragment	UNKNOWN	LOW		
25202	TOP_LEVEL	SOUL_WARS_BANDAGES	Bandages	Soul Wars Bandages	UNKNOWN	LOW		
25203	TOP_LEVEL	SOUL_WARS_BUFF_POTION_4	Potion of power(4)	Soul Wars Buff Potion 4	POTION	MEDIUM		potion,dose
25204	TOP_LEVEL	SOUL_WARS_BUFF_POTION_3	Potion of power(3)	Soul Wars Buff Potion 3	POTION	MEDIUM		potion,dose
25205	TOP_LEVEL	SOUL_WARS_BUFF_POTION_2	Potion of power(2)	Soul Wars Buff Potion 2	POTION	MEDIUM		potion,dose
25206	TOP_LEVEL	SOUL_WARS_BUFF_POTION_1	Potion of power(1)	Soul Wars Buff Potion 1	POTION	MEDIUM		potion,dose
25207	TOP_LEVEL	SOUL_WARS_RED_CAPE	Red cape	Soul Wars Red Cape	GEAR	LOW		gear
25208	TOP_LEVEL	SOUL_WARS_BLUE_CAPE	Blue cape	Soul Wars Blue Cape	GEAR	LOW		gear
25209	TOP_LEVEL	SOUL_WARS_BARRICADE_RED	Barricade	Soul Wars Barricade Red	SKILLING	LOW		skilling
25210	TOP_LEVEL	SOUL_WARS_BARRICADE_BLUE	Barricade	Soul Wars Barricade Blue	SKILLING	LOW		skilling
25211	TOP_LEVEL	SOUL_WARS_EXPLOSIVE_POTION	Explosive potion	Soul Wars Explosive Potion	POTION	MEDIUM		potion
25212	TOP_LEVEL	SOUL_WARS_PLAYERICON_BLUE	Blue icon	Soul Wars Playericon Blue	UNKNOWN	LOW		
25213	TOP_LEVEL	SOUL_WARS_ICON_BLUE_GOATY	Blue icon	Soul Wars Icon Blue Goaty	UNKNOWN	LOW		
25214	TOP_LEVEL	SOUL_WARS_ICON_BLUE_LONG	Blue icon	Soul Wars Icon Blue Long	UNKNOWN	LOW		
25215	TOP_LEVEL	SOUL_WARS_ICON_BLUE_MEDIUM	Blue icon	Soul Wars Icon Blue Medium	UNKNOWN	LOW		
25216	TOP_LEVEL	SOUL_WARS_ICON_BLUE_MOUSTACHE	Blue icon	Soul Wars Icon Blue Moustache	UNKNOWN	LOW		
25217	TOP_LEVEL	SOUL_WARS_ICON_BLUE_NONE	Blue icon	Soul Wars Icon Blue None	UNKNOWN	LOW		
25218	TOP_LEVEL	SOUL_WARS_ICON_BLUE_SHORT	Blue icon	Soul Wars Icon Blue Short	UNKNOWN	LOW		
25219	TOP_LEVEL	SOUL_WARS_ICON_BLUE_SHORT2	Blue icon	Soul Wars Icon Blue Short2	UNKNOWN	LOW		
25220	TOP_LEVEL	SOUL_WARS_ICON_BLUE_SPLIT	Blue icon	Soul Wars Icon Blue Split	UNKNOWN	LOW		
25221	TOP_LEVEL	SOUL_WARS_ICON_BLUE_HANDLEBAR	Blue icon	Soul Wars Icon Blue Handlebar	SKILLING	LOW		skilling
25222	TOP_LEVEL	SOUL_WARS_ICON_BLUE_MUTTON	Blue icon	Soul Wars Icon Blue Mutton	UNKNOWN	LOW		
25223	TOP_LEVEL	SOUL_WARS_ICON_BLUE_MUTTONFULL	Blue icon	Soul Wars Icon Blue Muttonfull	UNKNOWN	LOW		
25224	TOP_LEVEL	SOUL_WARS_ICON_BLUE_MOUSTACHE4	Blue icon	Soul Wars Icon Blue Moustache4	UNKNOWN	LOW		
25225	TOP_LEVEL	SOUL_WARS_ICON_BLUE_WAXED	Blue icon	Soul Wars Icon Blue Waxed	SKILLING	LOW		skilling
25226	TOP_LEVEL	SOUL_WARS_ICON_BLUE_DALI	Blue icon	Soul Wars Icon Blue Dali	UNKNOWN	LOW		
25227	TOP_LEVEL	SOUL_WARS_ICON_BLUE_VIZIER	Blue icon	Soul Wars Icon Blue Vizier	UNKNOWN	LOW		
25228	TOP_LEVEL	SOUL_WARS_PLAYERICON_RED	Red icon	Soul Wars Playericon Red	UNKNOWN	LOW		
25229	TOP_LEVEL	SOUL_WARS_ICON_RED_GOATY	Red icon	Soul Wars Icon Red Goaty	UNKNOWN	LOW		
25230	TOP_LEVEL	SOUL_WARS_ICON_RED_LONG	Red icon	Soul Wars Icon Red Long	UNKNOWN	LOW		
25231	TOP_LEVEL	SOUL_WARS_ICON_RED_MEDIUM	Red icon	Soul Wars Icon Red Medium	UNKNOWN	LOW		
25232	TOP_LEVEL	SOUL_WARS_ICON_RED_MOUSTACHE	Red icon	Soul Wars Icon Red Moustache	UNKNOWN	LOW		
25233	TOP_LEVEL	SOUL_WARS_ICON_RED_NONE	Red icon	Soul Wars Icon Red None	UNKNOWN	LOW		
25234	TOP_LEVEL	SOUL_WARS_ICON_RED_SHORT	Red icon	Soul Wars Icon Red Short	UNKNOWN	LOW		
25235	TOP_LEVEL	SOUL_WARS_ICON_RED_SHORT2	Red icon	Soul Wars Icon Red Short2	UNKNOWN	LOW		
25236	TOP_LEVEL	SOUL_WARS_ICON_RED_SPLIT	Red icon	Soul Wars Icon Red Split	UNKNOWN	LOW		
25237	TOP_LEVEL	SOUL_WARS_ICON_RED_HANDLEBAR	Red icon	Soul Wars Icon Red Handlebar	SKILLING	LOW		skilling
25238	TOP_LEVEL	SOUL_WARS_ICON_RED_MUTTON	Red icon	Soul Wars Icon Red Mutton	UNKNOWN	LOW		
25239	TOP_LEVEL	SOUL_WARS_ICON_RED_MUTTONFULL	Red icon	Soul Wars Icon Red Muttonfull	UNKNOWN	LOW		
25240	TOP_LEVEL	SOUL_WARS_ICON_RED_MOUSTACHE4	Red icon	Soul Wars Icon Red Moustache4	UNKNOWN	LOW		
25241	TOP_LEVEL	SOUL_WARS_ICON_RED_WAXED	Red icon	Soul Wars Icon Red Waxed	SKILLING	LOW		skilling
25242	TOP_LEVEL	SOUL_WARS_ICON_RED_DALI	Red icon	Soul Wars Icon Red Dali	UNKNOWN	LOW		
25243	TOP_LEVEL	SOUL_WARS_ICON_RED_VIZIER	Red icon	Soul Wars Icon Red Vizier	UNKNOWN	LOW		
25244	TOP_LEVEL	SW_DUNGEON_CHEST_KEY	Dark key	Sw Dungeon Chest Key	UNKNOWN	LOW		
25245	PLACEHOLDER	SW_DUNGEON_CHEST_KEY		Sw Dungeon Chest Key	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
25246	TOP_LEVEL	SW_ZENYTE_RING_ENCHANTED	Ring of suffering (i)	Sw Zenyte Ring Enchanted	GEAR	LOW		gear
25247	PLACEHOLDER	SW_ZENYTE_RING_ENCHANTED		Sw Zenyte Ring Enchanted	GEAR	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	gear
25248	TOP_LEVEL	SW_ZENYTE_RING_ENCHANTED_RECOIL	Ring of suffering (ri)	Sw Zenyte Ring Enchanted Recoil	GEAR	LOW		gear
25249	PLACEHOLDER	SW_ZENYTE_RING_ENCHANTED_RECOIL		Sw Zenyte Ring Enchanted Recoil	GEAR	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	gear
25250	TOP_LEVEL	SW_SALVE_AMULET	Salve amulet(i)	Sw Salve Amulet	GEAR	LOW		gear
25251	PLACEHOLDER	SW_SALVE_AMULET		Sw Salve Amulet	GEAR	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	gear
25252	TOP_LEVEL	SW_ROTG	Ring of the gods (i)	Sw Rotg	GEAR	LOW		gear
25253	PLACEHOLDER	SW_ROTG		Sw Rotg	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
25254	TOP_LEVEL	SW_HEAVY_RING	Tyrannical ring (i)	Sw Heavy Ring	GEAR	LOW		gear
25255	PLACEHOLDER	SW_HEAVY_RING		Sw Heavy Ring	GEAR	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	gear
25256	TOP_LEVEL	SW_SHARP_RING	Treasonous ring (i)	Sw Sharp Ring	GEAR	LOW		gear
25257	PLACEHOLDER	SW_SHARP_RING		Sw Sharp Ring	GEAR	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	gear
25258	TOP_LEVEL	SW_SEER_RING	Seers ring (i)	Sw Seer Ring	GEAR	LOW		gear
25259	PLACEHOLDER	SW_SEER_RING		Sw Seer Ring	GEAR	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	gear
25260	TOP_LEVEL	SW_RANGER_RING	Archers ring (i)	Sw Ranger Ring	GEAR	LOW		gear
25261	PLACEHOLDER	SW_RANGER_RING		Sw Ranger Ring	GEAR	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	gear
25262	TOP_LEVEL	SW_WARRIOR_RING	Warrior ring (i)	Sw Warrior Ring	GEAR	LOW		gear
25263	PLACEHOLDER	SW_WARRIOR_RING		Sw Warrior Ring	GEAR	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	gear
25264	TOP_LEVEL	SW_BERZERKER_RING	Berserker ring (i)	Sw Berzerker Ring	GEAR	LOW		gear
25265	PLACEHOLDER	SW_BERZERKER_RING		Sw Berzerker Ring	GEAR	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	gear
25266	TOP_LEVEL	SW_BLACK_MASK_10	Black mask (10) (i)	Sw Black Mask 10	UNKNOWN	LOW		
25267	TOP_LEVEL	SW_BLACK_MASK_9	Black mask (9) (i)	Sw Black Mask 9	UNKNOWN	LOW		
25268	TOP_LEVEL	SW_BLACK_MASK_8	Black mask (8) (i)	Sw Black Mask 8	UNKNOWN	LOW		
25269	TOP_LEVEL	SW_BLACK_MASK_7	Black mask (7) (i)	Sw Black Mask 7	UNKNOWN	LOW		
25270	TOP_LEVEL	SW_BLACK_MASK_6	Black mask (6) (i)	Sw Black Mask 6	UNKNOWN	LOW		
25271	TOP_LEVEL	SW_BLACK_MASK_5	Black mask (5) (i)	Sw Black Mask 5	UNKNOWN	LOW		
25272	TOP_LEVEL	SW_BLACK_MASK_4	Black mask (4) (i)	Sw Black Mask 4	POTION	MEDIUM		potion,dose
25273	TOP_LEVEL	SW_BLACK_MASK_3	Black mask (3) (i)	Sw Black Mask 3	POTION	MEDIUM		potion,dose
25274	TOP_LEVEL	SW_BLACK_MASK_2	Black mask (2) (i)	Sw Black Mask 2	POTION	MEDIUM		potion,dose
25275	TOP_LEVEL	SW_BLACK_MASK_1	Black mask (1) (i)	Sw Black Mask 1	POTION	MEDIUM		potion,dose
25276	TOP_LEVEL	SW_BLACK_MASK	Black mask (i)	Sw Black Mask	UNKNOWN	LOW		
25277	PLACEHOLDER	SW_BLACK_MASK		Sw Black Mask	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
25278	TOP_LEVEL	SW_SALVE_AMULET_E	Salve amulet(ei)	Sw Salve Amulet E	GEAR	LOW		gear
25279	PLACEHOLDER	SW_SALVE_AMULET_E		Sw Salve Amulet E	GEAR	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	gear
25280	TOP_LEVEL	PACK_ESSENCERUNE	Essence pack	Pack Essencerune	SKILLING	LOW		skilling
25281	PLACEHOLDER	PACK_ESSENCERUNE		Pack Essencerune	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
25282	TOP_LEVEL	XMAS20_SLED	Sled	Xmas20 Sled	UNKNOWN	LOW		
25283	TOP_LEVEL	XMAS20_FIREFLY_RED	Red fireflies	Xmas20 Firefly Red	UNKNOWN	LOW		
25284	TOP_LEVEL	XMAS20_FIREFLY_GREEN	Green fireflies	Xmas20 Firefly Green	UNKNOWN	LOW		
25285	TOP_LEVEL	XMAS20_STICK	Stick	Xmas20 Stick	UNKNOWN	LOW		
25286	TOP_LEVEL	XMAS20_SAWDUST	Mouldy sawdust	Xmas20 Sawdust	UNKNOWN	LOW		
25287	TOP_LEVEL	XMAS20_MEAT	Rotten meat	Xmas20 Meat	UNKNOWN	LOW		
25288	TOP_LEVEL	XMAS20_BREAD	Stale bread	Xmas20 Bread	UNKNOWN	LOW		
25289	TOP_LEVEL	XMAS20_STEW	Goblin stew	Xmas20 Stew	UNKNOWN	LOW		
25290	TOP_LEVEL	XMAS20_GIFTS	Goblin gifts	Xmas20 Gifts	UNKNOWN	LOW		
25291	TOP_LEVEL	XMAS20_DUMMY_CORRECT1		Xmas20 Dummy Correct1	UNKNOWN	LOW	review-before-main-catalog,internal-looking-name,missing-direct-javadoc	
25292	TOP_LEVEL	XMAS20_DUMMY_CORRECT2		Xmas20 Dummy Correct2	UNKNOWN	LOW	review-before-main-catalog,internal-looking-name,missing-direct-javadoc	
25293	TOP_LEVEL	XMAS20_DUMMY_CORRECT3		Xmas20 Dummy Correct3	UNKNOWN	LOW	review-before-main-catalog,internal-looking-name,missing-direct-javadoc	
25294	TOP_LEVEL	XMAS20_DUMMY_CORRECT4		Xmas20 Dummy Correct4	UNKNOWN	LOW	review-before-main-catalog,internal-looking-name,missing-direct-javadoc	
25295	TOP_LEVEL	XMAS20_DUMMY_CORRECT5		Xmas20 Dummy Correct5	UNKNOWN	LOW	review-before-main-catalog,internal-looking-name,missing-direct-javadoc	
25296	TOP_LEVEL	XMAS20_DUMMY_CORRECT6		Xmas20 Dummy Correct6	UNKNOWN	LOW	review-before-main-catalog,internal-looking-name,missing-direct-javadoc	
25297	TOP_LEVEL	XMAS20_DUMMY_CORRECT7		Xmas20 Dummy Correct7	UNKNOWN	LOW	review-before-main-catalog,internal-looking-name,missing-direct-javadoc	
25298	TOP_LEVEL	XMAS20_DUMMY_CORRECT8		Xmas20 Dummy Correct8	UNKNOWN	LOW	review-before-main-catalog,internal-looking-name,missing-direct-javadoc	
25299	TOP_LEVEL	XMAS20_DUMMY_CORRECT9		Xmas20 Dummy Correct9	UNKNOWN	LOW	review-before-main-catalog,internal-looking-name,missing-direct-javadoc	
25300	TOP_LEVEL	XMAS20_DUMMY_WRONG1		Xmas20 Dummy Wrong1	UNKNOWN	LOW	review-before-main-catalog,internal-looking-name,missing-direct-javadoc	
25301	TOP_LEVEL	XMAS20_DUMMY_WRONG2		Xmas20 Dummy Wrong2	UNKNOWN	LOW	review-before-main-catalog,internal-looking-name,missing-direct-javadoc	
25302	TOP_LEVEL	XMAS20_DUMMY_WRONG3		Xmas20 Dummy Wrong3	UNKNOWN	LOW	review-before-main-catalog,internal-looking-name,missing-direct-javadoc	
25303	TOP_LEVEL	XMAS20_DUMMY_WRONG4		Xmas20 Dummy Wrong4	UNKNOWN	LOW	review-before-main-catalog,internal-looking-name,missing-direct-javadoc	
25304	TOP_LEVEL	XMAS20_DUMMY_WRONG5		Xmas20 Dummy Wrong5	UNKNOWN	LOW	review-before-main-catalog,internal-looking-name,missing-direct-javadoc	
25305	TOP_LEVEL	XMAS20_DUMMY_WRONG6		Xmas20 Dummy Wrong6	UNKNOWN	LOW	review-before-main-catalog,internal-looking-name,missing-direct-javadoc	
25306	TOP_LEVEL	XMAS20_DUMMY_WRONG7		Xmas20 Dummy Wrong7	UNKNOWN	LOW	review-before-main-catalog,internal-looking-name,missing-direct-javadoc	
25307	TOP_LEVEL	XMAS20_DUMMY_WRONG8		Xmas20 Dummy Wrong8	UNKNOWN	LOW	review-before-main-catalog,internal-looking-name,missing-direct-javadoc	
25308	TOP_LEVEL	XMAS20_DUMMY_WRONG9		Xmas20 Dummy Wrong9	UNKNOWN	LOW	review-before-main-catalog,internal-looking-name,missing-direct-javadoc	
25309	TOP_LEVEL	XMAS20_DUMMY_WRONG10		Xmas20 Dummy Wrong10	UNKNOWN	LOW	review-before-main-catalog,internal-looking-name,missing-direct-javadoc	
25310	TOP_LEVEL	XMAS20_DUMMY_WRONG11		Xmas20 Dummy Wrong11	UNKNOWN	LOW	review-before-main-catalog,internal-looking-name,missing-direct-javadoc	
25311	TOP_LEVEL	XMAS20_DUMMY_WRONG12		Xmas20 Dummy Wrong12	UNKNOWN	LOW	review-before-main-catalog,internal-looking-name,missing-direct-javadoc	
25312	TOP_LEVEL	XMAS20_DUMMY_WRONG13		Xmas20 Dummy Wrong13	UNKNOWN	LOW	review-before-main-catalog,internal-looking-name,missing-direct-javadoc	
25313	TOP_LEVEL	XMAS20_DUMMY_WRONG14		Xmas20 Dummy Wrong14	UNKNOWN	LOW	review-before-main-catalog,internal-looking-name,missing-direct-javadoc	
25314	TOP_LEVEL	XMAS20_BOULDER	Giant boulder	Xmas20 Boulder	UNKNOWN	LOW		
25315	PLACEHOLDER	XMAS20_BOULDER		Xmas20 Boulder	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
25316	TOP_LEVEL	XMAS20_DECOR	Goblin decorations	Xmas20 Decor	UNKNOWN	LOW		
25317	PLACEHOLDER	XMAS20_DECOR		Xmas20 Decor	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
25318	TOP_LEVEL	XMAS20_TREE_DUMMY		Xmas20 Tree Dummy	UNKNOWN	LOW	review-before-main-catalog,internal-looking-name,missing-direct-javadoc	
25319	TOP_LEVEL	POH_ICON_GNOMECHILD	Gnome child icon	Poh Icon Gnomechild	UNKNOWN	LOW		
25320	TOP_LEVEL	_20TH_GNOMECHILD_PLAIN	Null	 20Th Gnomechild Plain	UNKNOWN	LOW		
25321	TOP_LEVEL	_20TH_GNOMECHILD_HAT	Null	 20Th Gnomechild Hat	UNKNOWN	LOW		
25322	TOP_LEVEL	_20TH_ANNIVERSARY_HAT	20th anniversary hat	 20Th Anniversary Hat	UNKNOWN	LOW		
25323	PLACEHOLDER	_20TH_ANNIVERSARY_HAT		 20Th Anniversary Hat	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
25324	TOP_LEVEL	_20TH_ANNIVERSARY_TOP	20th anniversary top	 20Th Anniversary Top	UNKNOWN	LOW		
25325	PLACEHOLDER	_20TH_ANNIVERSARY_TOP		 20Th Anniversary Top	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
25326	TOP_LEVEL	_20TH_ANNIVERSARY_BOTTOM	20th anniversary bottom	 20Th Anniversary Bottom	UNKNOWN	LOW		
25327	PLACEHOLDER	_20TH_ANNIVERSARY_BOTTOM		 20Th Anniversary Bottom	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
25328	TOP_LEVEL	_20TH_ANNIVERSARY_BOOTS	20th anniversary boots	 20Th Anniversary Boots	GEAR	LOW		gear
25329	PLACEHOLDER	_20TH_ANNIVERSARY_BOOTS		 20Th Anniversary Boots	GEAR	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	gear
25330	TOP_LEVEL	_20TH_ANNIVERSARY_GLOVES	20th anniversary gloves	 20Th Anniversary Gloves	GEAR	LOW		gear
25331	PLACEHOLDER	_20TH_ANNIVERSARY_GLOVES		 20Th Anniversary Gloves	GEAR	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	gear
25332	TOP_LEVEL	_20TH_ANNIVERSARY_NECKLACE	20th anniversary necklace	 20Th Anniversary Necklace	UNKNOWN	LOW		
25333	PLACEHOLDER	_20TH_ANNIVERSARY_NECKLACE		 20Th Anniversary Necklace	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
25334	TOP_LEVEL	_20TH_ANNIVERSARY_CAPE	20th anniversary cape	 20Th Anniversary Cape	GEAR	LOW		gear
25335	PLACEHOLDER	_20TH_ANNIVERSARY_CAPE		 20Th Anniversary Cape	GEAR	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	gear
25336	TOP_LEVEL	_20TH_ANNIVERSARY_MASK	Gnome child mask	 20Th Anniversary Mask	UNKNOWN	LOW		
25337	PLACEHOLDER	_20TH_ANNIVERSARY_MASK		 20Th Anniversary Mask	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
25338	TOP_LEVEL	_20TH_ANNIVERSARY_ICON	Gnome child icon	 20Th Anniversary Icon	UNKNOWN	LOW		
25339	PLACEHOLDER	_20TH_ANNIVERSARY_ICON		 20Th Anniversary Icon	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
25340	TOP_LEVEL	SOUL_WARS_ECTOPLASMATOR	Ectoplasmator	Soul Wars Ectoplasmator	UNKNOWN	LOW		
25341	PLACEHOLDER	SOUL_WARS_ECTOPLASMATOR		Soul Wars Ectoplasmator	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
25342	TOP_LEVEL	SOUL_WARS_SPOILS	Spoils of war	Soul Wars Spoils	UNKNOWN	LOW		
25343	PLACEHOLDER	SOUL_WARS_SPOILS		Soul Wars Spoils	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
25344	TOP_LEVEL	SOUL_CAPE_RED	Soul cape	Soul Cape Red	GEAR	LOW		gear
25345	PLACEHOLDER	SOUL_CAPE_RED		Soul Cape Red	GEAR	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	gear
25346	TOP_LEVEL	SOUL_CAPE_BLUE	Soul cape	Soul Cape Blue	GEAR	LOW		gear
25347	PLACEHOLDER	SOUL_CAPE_BLUE		Soul Cape Blue	GEAR	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	gear
25348	TOP_LEVEL	SOULWARSPET_BLUE	Lil' creator	Soulwarspet Blue	UNKNOWN	LOW		
25349	PLACEHOLDER	SOULWARSPET_BLUE		Soulwarspet Blue	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
25350	TOP_LEVEL	SOULWARSPET_RED	Lil' destructor	Soulwarspet Red	UNKNOWN	LOW		
25351	TOP_LEVEL	POH_LEAGUEHALL_TROPHY_PEDESTAL_SIMPLE	Trophy pedestal	Poh Leaguehall Trophy Pedestal Simple	UNKNOWN	LOW		
25352	TOP_LEVEL	POH_LEAGUEHALL_TROPHY_PEDESTAL_DECORATIVE	Ornate trophy pedestal	Poh Leaguehall Trophy Pedestal Decorative	UNKNOWN	LOW		
25353	TOP_LEVEL	POH_LEAGUEHALL_TROPHYCASE_OAK	Oak trophy case	Poh Leaguehall Trophycase Oak	UNKNOWN	LOW		
25354	TOP_LEVEL	POH_LEAGUEHALL_TROPHYCASE_MAHOGANY	Mahogany trophy case	Poh Leaguehall Trophycase Mahogany	UNKNOWN	LOW		
25355	TOP_LEVEL	POH_LEAGUEHALL_BANNERSTAND_SIMPLE	Banner stand	Poh Leaguehall Bannerstand Simple	UNKNOWN	LOW		
25356	TOP_LEVEL	POH_LEAGUEHALL_BANNERSTAND_DECORATIVE	Ornate banner stand	Poh Leaguehall Bannerstand Decorative	UNKNOWN	LOW		
25357	TOP_LEVEL	POH_LEAGUEHALL_OUTFITSTAND_OAK	Oak outfit stand	Poh Leaguehall Outfitstand Oak	UNKNOWN	LOW		
25358	TOP_LEVEL	POH_LEAGUEHALL_OUTFITSTAND_MAHOGANY	Mahogany outfit stand	Poh Leaguehall Outfitstand Mahogany	UNKNOWN	LOW		
25359	TOP_LEVEL	POH_LEAGUEHALL_STATUE_SIMPLE	League statue	Poh Leaguehall Statue Simple	UNKNOWN	LOW		
25360	TOP_LEVEL	POH_LEAGUEHALL_STATUE_DECORATIVE	Ornate league statue	Poh Leaguehall Statue Decorative	UNKNOWN	LOW		
25361	TOP_LEVEL	POH_LEAGUEHALL_STATUE_TRAILBLAZER	Trailblazer globe	Poh Leaguehall Statue Trailblazer	UNKNOWN	LOW		
25362	TOP_LEVEL	POH_LEAGUEHALL_RUG_SIMPLE	Rug	Poh Leaguehall Rug Simple	UNKNOWN	LOW		
25363	TOP_LEVEL	POH_LEAGUEHALL_RUG_DECORATIVE	Opulent rug	Poh Leaguehall Rug Decorative	UNKNOWN	LOW		
25364	TOP_LEVEL	POH_LEAGUEHALL_RUG_TRAILBLAZER	Trailblazer rug	Poh Leaguehall Rug Trailblazer	UNKNOWN	LOW		
25365	TOP_LEVEL	POH_LEAGUEHALL_ACCOMPLISHMENT_SCROLL	League accomplishments scroll	Poh Leaguehall Accomplishment Scroll	UNKNOWN	LOW		
25366	TOP_LEVEL	POH_DUMMY_LEAGUEHALL	League hall	Poh Dummy Leaguehall	UNKNOWN	LOW	review-before-main-catalog,internal-looking-name	
25367	TOP_LEVEL	TRAILBLAZER_HARPOON_EMPTY	Infernal harpoon (uncharged)	Trailblazer Harpoon Empty	SKILLING	LOW		skilling
25368	PLACEHOLDER	TRAILBLAZER_HARPOON_EMPTY		Trailblazer Harpoon Empty	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
25369	TOP_LEVEL	TRAILBLAZER_PICKAXE_EMPTY	Infernal pickaxe (uncharged)	Trailblazer Pickaxe Empty	SKILLING	LOW		skilling
25370	PLACEHOLDER	TRAILBLAZER_PICKAXE_EMPTY		Trailblazer Pickaxe Empty	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
25371	TOP_LEVEL	TRAILBLAZER_AXE_EMPTY	Infernal axe (uncharged)	Trailblazer Axe Empty	SKILLING	LOW		skilling
25372	PLACEHOLDER	TRAILBLAZER_AXE_EMPTY		Trailblazer Axe Empty	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
25373	TOP_LEVEL	TRAILBLAZER_HARPOON_NO_INFERNAL	Dragon harpoon (or)	Trailblazer Harpoon No Infernal	SKILLING	LOW		skilling
25374	PLACEHOLDER	TRAILBLAZER_HARPOON_NO_INFERNAL		Trailblazer Harpoon No Infernal	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
25375	TOP_LEVEL	TRAILBLAZER_HARPOON_FISHING_NO_INFERNAL		Trailblazer Harpoon Fishing No Infernal	SKILLING	LOW	missing-direct-javadoc	skilling
25376	TOP_LEVEL	TRAILBLAZER_PICKAXE_NO_INFERNAL	Dragon pickaxe (or)	Trailblazer Pickaxe No Infernal	SKILLING	LOW		skilling
25377	PLACEHOLDER	TRAILBLAZER_PICKAXE_NO_INFERNAL		Trailblazer Pickaxe No Infernal	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
25378	TOP_LEVEL	TRAILBLAZER_AXE_NO_INFERNAL	Dragon axe (or)	Trailblazer Axe No Infernal	SKILLING	LOW		skilling
25379	PLACEHOLDER	TRAILBLAZER_AXE_NO_INFERNAL		Trailblazer Axe No Infernal	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
25380	TOP_LEVEL	SET_TRAILBLAZER_RELICHUNTER_T1	Trailblazer relic hunter (t1) armour set	Set Trailblazer Relichunter T1	GEAR	LOW		gear
25381	CERT	SET_TRAILBLAZER_RELICHUNTER_T1		Set Trailblazer Relichunter T1	UNKNOWN	LOW	exclude-main-catalog,cert,missing-direct-javadoc	
25382	PLACEHOLDER	SET_TRAILBLAZER_RELICHUNTER_T1		Set Trailblazer Relichunter T1	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
25383	TOP_LEVEL	SET_TRAILBLAZER_RELICHUNTER_T2	Trailblazer relic hunter (t2) armour set	Set Trailblazer Relichunter T2	GEAR	LOW		gear
